full_name,email,parent_phone,gender,grade,section,photo_path
"عمار حسن الحاشدي",student6_أ_40@example.com,763915531,male,6,أ,students/student_6_أ_40.jpg
"محمد علي البيضاني",student6_أ_41@example.com,768068667,male,6,أ,students/student_6_أ_41.jpg
"ليلى عبدالله الهمداني",student6_أ_42@example.com,766231686,female,6,أ,students/student_6_أ_42.jpg
"وليد صالح الخميسي",student6_أ_43@example.com,714002104,male,6,أ,students/student_6_أ_43.jpg
"أحمد هاني المطري",student6_أ_44@example.com,711312999,male,6,أ,students/student_6_أ_44.jpg
"نورا صالح الذيفاني",student6_أ_45@example.com,713094167,female,6,أ,students/student_6_أ_45.jpg
"رامي إبراهيم المطري",student6_أ_46@example.com,710280557,male,6,أ,students/student_6_أ_46.jpg
"زينب سليمان الوزير",student6_أ_47@example.com,744025556,female,6,أ,students/student_6_أ_47.jpg
"سلوى عبدالله المتوكل",student6_أ_48@example.com,752715660,female,6,أ,students/student_6_أ_48.jpg
"يحيى فؤاد المتوكل",student6_أ_49@example.com,786686938,male,6,أ,students/student_6_أ_49.jpg
"سامي محمد البيضاني",student6_أ_50@example.com,763811012,male,6,أ,students/student_6_أ_50.jpg
"هاني فؤاد الهمداني",student6_ب_1@example.com,735200779,male,6,ب,students/student_6_ب_1.jpg
"باسم عمار المذحجي",student6_ب_2@example.com,770919275,male,6,ب,students/student_6_ب_2.jpg
"خلود وليد البيضاني",student6_ب_3@example.com,751515415,female,6,ب,students/student_6_ب_3.jpg
"قاسم وليد السفياني",student6_ب_4@example.com,752289573,male,6,ب,students/student_6_ب_4.jpg
"نورا صالح الجبري",student6_ب_5@example.com,778820402,female,6,ب,students/student_6_ب_5.jpg
"فارس صالح الأهجري",student6_ب_6@example.com,745259617,male,6,ب,students/student_6_ب_6.jpg
"زينب قاسم الكندي",student6_ب_7@example.com,792112405,female,6,ب,students/student_6_ب_7.jpg
"إبراهيم رامي الهمداني",student6_ب_8@example.com,761569583,male,6,ب,students/student_6_ب_8.jpg
"هاني يحيى الحاشدي",student6_ب_9@example.com,767411912,male,6,ب,students/student_6_ب_9.jpg
"عبير وليد الشريف",student6_ب_10@example.com,773272981,female,6,ب,students/student_6_ب_10.jpg
"مريم سليمان الوزير",student6_ب_11@example.com,719005387,female,6,ب,students/student_6_ب_11.jpg
"خلود رامي اليدومي",student6_ب_12@example.com,765148310,female,6,ب,students/student_6_ب_12.jpg
"مريم يحيى الزبيري",student6_ب_13@example.com,748582699,female,6,ب,students/student_6_ب_13.jpg
"باسم إبراهيم الحاشدي",student6_ب_14@example.com,721772628,male,6,ب,students/student_6_ب_14.jpg
"سامي سامي الإرياني",student6_ب_15@example.com,744677539,male,6,ب,students/student_6_ب_15.jpg
"رامي قاسم المطري",student6_ب_16@example.com,713085005,male,6,ب,students/student_6_ب_16.jpg
"صالح سليمان الصايدي",student6_ب_17@example.com,781055036,male,6,ب,students/student_6_ب_17.jpg
"صالح عمار الجبري",student6_ب_18@example.com,746393458,male,6,ب,students/student_6_ب_18.jpg
"قاسم فؤاد الزبيري",student6_ب_19@example.com,787938081,male,6,ب,students/student_6_ب_19.jpg
"عمار فؤاد الصايدي",student6_ب_20@example.com,799546203,male,6,ب,students/student_6_ب_20.jpg
"علي عبدالله اليدومي",student6_ب_21@example.com,772744947,male,6,ب,students/student_6_ب_21.jpg
"منى رامي القرشي",student6_ب_22@example.com,715359051,female,6,ب,students/student_6_ب_22.jpg
"علي حسن المتوكل",student6_ب_23@example.com,720740227,male,6,ب,students/student_6_ب_23.jpg
"ريم علي الحرازي",student6_ب_24@example.com,740094829,female,6,ب,students/student_6_ب_24.jpg
"وليد إبراهيم الوزير",student6_ب_25@example.com,743973732,male,6,ب,students/student_6_ب_25.jpg
"باسم محمد البكاري",student6_ب_26@example.com,766274648,male,6,ب,students/student_6_ب_26.jpg
"باسم سليمان المذحجي",student6_ب_27@example.com,769518532,male,6,ب,students/student_6_ب_27.jpg
"عبدالله وليد الزبيري",student6_ب_28@example.com,718168841,male,6,ب,students/student_6_ب_28.jpg
"وليد محمد الوزير",student6_ب_29@example.com,765209392,male,6,ب,students/student_6_ب_29.jpg
"ليلى حسين الحرازي",student6_ب_30@example.com,777862263,female,6,ب,students/student_6_ب_30.jpg
"باسم عمار البيضاني",student6_ب_31@example.com,722965283,male,6,ب,students/student_6_ب_31.jpg
"أحمد رامي السفياني",student6_ب_32@example.com,712001553,male,6,ب,students/student_6_ب_32.jpg
"ليلى صالح المؤيد",student6_ب_33@example.com,722130473,female,6,ب,students/student_6_ب_33.jpg
"حنان باسم الذيفاني",student6_ب_34@example.com,713913214,female,6,ب,students/student_6_ب_34.jpg
"عائشة سليمان الأهجري",student6_ب_35@example.com,723457691,female,6,ب,students/student_6_ب_35.jpg
"يحيى هاني الحاشدي",student6_ب_36@example.com,790212956,male,6,ب,students/student_6_ب_36.jpg
"وليد عمار الكندي",student6_ب_37@example.com,789440428,male,6,ب,students/student_6_ب_37.jpg
"حنان صالح اليدومي",student6_ب_38@example.com,732813799,female,6,ب,students/student_6_ب_38.jpg
"سلوى فارس المتوكل",student6_ب_39@example.com,712636947,female,6,ب,students/student_6_ب_39.jpg
"حسين باسم البكاري",student6_ب_40@example.com,758159343,male,6,ب,students/student_6_ب_40.jpg
"فؤاد سليمان الجبري",student6_ب_41@example.com,770356518,male,6,ب,students/student_6_ب_41.jpg
"هدى فارس الخميسي",student6_ب_42@example.com,719161902,female,6,ب,students/student_6_ب_42.jpg
"إبراهيم هاني اليافعي",student6_ب_43@example.com,769953367,male,6,ب,students/student_6_ب_43.jpg
"فارس رامي الإرياني",student6_ب_44@example.com,713179425,male,6,ب,students/student_6_ب_44.jpg
"صالح رامي الصايدي",student6_ب_45@example.com,746535844,male,6,ب,students/student_6_ب_45.jpg
"رامي باسم المطري",student6_ب_46@example.com,772781304,male,6,ب,students/student_6_ب_46.jpg
"إبراهيم علي الكندي",student6_ب_47@example.com,749308068,male,6,ب,students/student_6_ب_47.jpg
"يسرى سليمان الشريف",student6_ب_48@example.com,741137472,female,6,ب,students/student_6_ب_48.jpg
"حسين أحمد الذيفاني",student6_ب_49@example.com,736599367,male,6,ب,students/student_6_ب_49.jpg
"يحيى حسن المتوكل",student6_ب_50@example.com,725998786,male,6,ب,students/student_6_ب_50.jpg
"يسرى مازن اليدومي",student7_أ_1@example.com,781697071,female,7,أ,students/student_7_أ_1.jpg
"مريم هاني القرشي",student7_أ_2@example.com,741656623,female,7,أ,students/student_7_أ_2.jpg
"عبير حسن اليدومي",student7_أ_3@example.com,769007438,female,7,أ,students/student_7_أ_3.jpg
"نورا صالح الحرازي",student7_أ_4@example.com,712115044,female,7,أ,students/student_7_أ_4.jpg
"سليمان وليد الشريف",student7_أ_5@example.com,754450266,male,7,أ,students/student_7_أ_5.jpg
"عائشة حسين الزبيري",student7_أ_6@example.com,789056587,female,7,أ,students/student_7_أ_6.jpg
"علي حسن البكاري",student7_أ_7@example.com,720800734,male,7,أ,students/student_7_أ_7.jpg
"حسين عبدالله الوزير",student7_أ_8@example.com,726193538,male,7,أ,students/student_7_أ_8.jpg
"عمار مازن الأهجري",student7_أ_9@example.com,770912976,male,7,أ,students/student_7_أ_9.jpg
"سليمان رامي القرشي",student7_أ_10@example.com,731063453,male,7,أ,students/student_7_أ_10.jpg
"نورا سليمان الصايدي",student7_أ_11@example.com,791912286,female,7,أ,students/student_7_أ_11.jpg
"عمار محمد القاسمي",student7_أ_12@example.com,799961943,male,7,أ,students/student_7_أ_12.jpg
"فاطمة فؤاد الزبيري",student7_أ_13@example.com,718194796,female,7,أ,students/student_7_أ_13.jpg
"سلوى محمد الشريف",student7_أ_14@example.com,712976220,female,7,أ,students/student_7_أ_14.jpg
"سامي حسن البيضاني",student7_أ_15@example.com,769981745,male,7,أ,students/student_7_أ_15.jpg
"وليد سامي الوزير",student7_أ_16@example.com,793225041,male,7,أ,students/student_7_أ_16.jpg
"ريم حسن الأهجري",student7_أ_17@example.com,767610214,female,7,أ,students/student_7_أ_17.jpg
"حنان أحمد الزبيري",student7_أ_18@example.com,773818271,female,7,أ,students/student_7_أ_18.jpg
"عبير رامي الخميسي",student7_أ_19@example.com,772937264,female,7,أ,students/student_7_أ_19.jpg
"فارس حسن الشريف",student7_أ_20@example.com,710076208,male,7,أ,students/student_7_أ_20.jpg
"مازن يحيى الشريف",student7_أ_21@example.com,793008390,male,7,أ,students/student_7_أ_21.jpg
"أحمد صالح البكاري",student7_أ_22@example.com,736174682,male,7,أ,students/student_7_أ_22.jpg
"هدى مازن الشريف",student7_أ_23@example.com,724580422,female,7,أ,students/student_7_أ_23.jpg
"رامي سليمان المذحجي",student7_أ_24@example.com,794037738,male,7,أ,students/student_7_أ_24.jpg
"باسم علي السفياني",student7_أ_25@example.com,784220677,male,7,أ,students/student_7_أ_25.jpg
"باسم باسم الذيفاني",student7_أ_26@example.com,744530450,male,7,أ,students/student_7_أ_26.jpg
"إيمان سليمان السفياني",student7_أ_27@example.com,739725112,female,7,أ,students/student_7_أ_27.jpg
"إيمان رامي الوزير",student7_أ_28@example.com,715625885,female,7,أ,students/student_7_أ_28.jpg
"خلود فارس الهمداني",student7_أ_29@example.com,711462299,female,7,أ,students/student_7_أ_29.jpg
"عبدالله فؤاد الصايدي",student7_أ_30@example.com,723952501,male,7,أ,students/student_7_أ_30.jpg
"عبير علي الوزير",student7_أ_31@example.com,732678741,female,7,أ,students/student_7_أ_31.jpg
"خلود فؤاد اليدومي",student7_أ_32@example.com,762360629,female,7,أ,students/student_7_أ_32.jpg
"مازن يحيى الهمداني",student7_أ_33@example.com,799194293,male,7,أ,students/student_7_أ_33.jpg
"عبدالله حسين اليافعي",student7_أ_34@example.com,737428137,male,7,أ,students/student_7_أ_34.jpg
"أروى إبراهيم المطري",student7_أ_35@example.com,720067763,female,7,أ,students/student_7_أ_35.jpg
"باسم صالح الخميسي",student7_أ_36@example.com,758503471,male,7,أ,students/student_7_أ_36.jpg
"عمار سليمان البيضاني",student7_أ_37@example.com,736965277,male,7,أ,students/student_7_أ_37.jpg
"فاطمة حسن البكاري",student7_أ_38@example.com,759588069,female,7,أ,students/student_7_أ_38.jpg
"عمار صالح اليدومي",student7_أ_39@example.com,790588015,male,7,أ,students/student_7_أ_39.jpg
"يسرى باسم البيضاني",student7_أ_40@example.com,773054377,female,7,أ,students/student_7_أ_40.jpg
"باسم إبراهيم الصايدي",student7_أ_41@example.com,735913101,male,7,أ,students/student_7_أ_41.jpg
"يحيى سليمان الصايدي",student7_أ_42@example.com,720472169,male,7,أ,students/student_7_أ_42.jpg
"حسن صالح المؤيد",student7_أ_43@example.com,712823745,male,7,أ,students/student_7_أ_43.jpg
"زينب سليمان الأهجري",student7_أ_44@example.com,760213658,female,7,أ,students/student_7_أ_44.jpg
"عبدالله عمار القاسمي",student7_أ_45@example.com,757048712,male,7,أ,students/student_7_أ_45.jpg
"نورا يحيى الذيفاني",student7_أ_46@example.com,771586827,female,7,أ,students/student_7_أ_46.jpg
"رامي هاني المطري",student7_أ_47@example.com,764265794,male,7,أ,students/student_7_أ_47.jpg
"عمار صالح البيضاني",student7_أ_48@example.com,797842431,male,7,أ,students/student_7_أ_48.jpg
"ريم فارس الوزير",student7_أ_49@example.com,719638447,female,7,أ,students/student_7_أ_49.jpg
"خلود أحمد الشريف",student7_أ_50@example.com,786074626,female,7,أ,students/student_7_أ_50.jpg
"هدى فارس المتوكل",student7_ب_1@example.com,795600578,female,7,ب,students/student_7_ب_1.jpg
"نورا محمد البيضاني",student7_ب_2@example.com,765111087,female,7,ب,students/student_7_ب_2.jpg
"بلقيس علي المؤيد",student7_ب_3@example.com,728847207,female,7,ب,students/student_7_ب_3.jpg
"رامي هاني الهمداني",student7_ب_4@example.com,726170086,male,7,ب,students/student_7_ب_4.jpg
"فوزية أحمد المتوكل",student7_ب_5@example.com,711825487,female,7,ب,students/student_7_ب_5.jpg
"عبدالله مازن الوزير",student7_ب_6@example.com,792305992,male,7,ب,students/student_7_ب_6.jpg
"علي باسم الإرياني",student7_ب_7@example.com,787248264,male,7,ب,students/student_7_ب_7.jpg
"حسن باسم اليدومي",student7_ب_8@example.com,784115649,male,7,ب,students/student_7_ب_8.jpg
"ليلى فارس الجبري",student7_ب_9@example.com,734428810,female,7,ب,students/student_7_ب_9.jpg
"فارس محمد الهمداني",student7_ب_10@example.com,751234446,male,7,ب,students/student_7_ب_10.jpg
"حسين أحمد اليافعي",student7_ب_11@example.com,772924173,male,7,ب,students/student_7_ب_11.jpg
"خلود عمار الحرازي",student7_ب_12@example.com,717582377,female,7,ب,students/student_7_ب_12.jpg
"مازن عبدالله البيضاني",student7_ب_13@example.com,771156837,male,7,ب,students/student_7_ب_13.jpg
"عائشة باسم الخميسي",student7_ب_14@example.com,714778870,female,7,ب,students/student_7_ب_14.jpg
"حنان صالح الحرازي",student7_ب_15@example.com,728025723,female,7,ب,students/student_7_ب_15.jpg
"علي مازن الهمداني",student7_ب_16@example.com,755993816,male,7,ب,students/student_7_ب_16.jpg
"عبدالله قاسم المؤيد",student7_ب_17@example.com,711020449,male,7,ب,students/student_7_ب_17.jpg
"عبدالله حسين المذحجي",student7_ب_18@example.com,735658668,male,7,ب,students/student_7_ب_18.jpg
"رامي حسن الذيفاني",student7_ب_19@example.com,760246405,male,7,ب,students/student_7_ب_19.jpg
"ريم فارس الوزير",student7_ب_20@example.com,782530959,female,7,ب,students/student_7_ب_20.jpg
"صالح سامي الأهجري",student7_ب_21@example.com,723369396,male,7,ب,students/student_7_ب_21.jpg
"رامي قاسم القرشي",student7_ب_22@example.com,751750670,male,7,ب,students/student_7_ب_22.jpg
"سامي محمد المتوكل",student7_ب_23@example.com,728315464,male,7,ب,students/student_7_ب_23.jpg
"عبدالله عمار الزبيري",student7_ب_24@example.com,729110619,male,7,ب,students/student_7_ب_24.jpg
"باسم أحمد الهمداني",student7_ب_25@example.com,731378892,male,7,ب,students/student_7_ب_25.jpg
"حنان باسم المطري",student7_ب_26@example.com,799351557,female,7,ب,students/student_7_ب_26.jpg
"سلوى هاني اليافعي",student7_ب_27@example.com,772551136,female,7,ب,students/student_7_ب_27.jpg
"أحمد مازن القرشي",student7_ب_28@example.com,774950815,male,7,ب,students/student_7_ب_28.jpg
"زينب يحيى الهمداني",student7_ب_29@example.com,727852717,female,7,ب,students/student_7_ب_29.jpg
"خلود مازن الهمداني",student7_ب_30@example.com,771540756,female,7,ب,students/student_7_ب_30.jpg
"قاسم يحيى الإرياني",student7_ب_31@example.com,740656422,male,7,ب,students/student_7_ب_31.jpg
"خلود يحيى المطري",student7_ب_32@example.com,782061932,female,7,ب,students/student_7_ب_32.jpg
"عمار حسن البيضاني",student7_ب_33@example.com,776346268,male,7,ب,students/student_7_ب_33.jpg
"هدى باسم القرشي",student7_ب_34@example.com,765467491,female,7,ب,students/student_7_ب_34.jpg
"هدى صالح البكاري",student7_ب_35@example.com,756846791,female,7,ب,students/student_7_ب_35.jpg
"حسين هاني المتوكل",student7_ب_36@example.com,753074974,male,7,ب,students/student_7_ب_36.jpg
"ليلى أحمد المؤيد",student7_ب_37@example.com,746790635,female,7,ب,students/student_7_ب_37.jpg
"حنان وليد البكاري",student7_ب_38@example.com,747570677,female,7,ب,students/student_7_ب_38.jpg
"سلوى محمد الحرازي",student7_ب_39@example.com,727418358,female,7,ب,students/student_7_ب_39.jpg
"يحيى سليمان الأهجري",student7_ب_40@example.com,777369909,male,7,ب,students/student_7_ب_40.jpg
"ريم رامي القرشي",student7_ب_41@example.com,726978541,female,7,ب,students/student_7_ب_41.jpg
"عمار فؤاد المتوكل",student7_ب_42@example.com,747311390,male,7,ب,students/student_7_ب_42.jpg
"فارس مازن البكاري",student7_ب_43@example.com,753059413,male,7,ب,students/student_7_ب_43.jpg
"عائشة حسين الصايدي",student7_ب_44@example.com,753206217,female,7,ب,students/student_7_ب_44.jpg
"محمد صالح الإرياني",student7_ب_45@example.com,779806980,male,7,ب,students/student_7_ب_45.jpg
"بلقيس سليمان السفياني",student7_ب_46@example.com,768849816,female,7,ب,students/student_7_ب_46.jpg
"بلقيس أحمد الزبيري",student7_ب_47@example.com,725707033,female,7,ب,students/student_7_ب_47.jpg
"زينب صالح الكندي",student7_ب_48@example.com,729285033,female,7,ب,students/student_7_ب_48.jpg
"ليلى حسين القاسمي",student7_ب_49@example.com,758881032,female,7,ب,students/student_7_ب_49.jpg
"ريم أحمد الخميسي",student7_ب_50@example.com,725496321,female,7,ب,students/student_7_ب_50.jpg
"هدى سليمان المؤيد",student8_أ_1@example.com,766562745,female,8,أ,students/student_8_أ_1.jpg
"صالح يحيى الهمداني",student8_أ_2@example.com,758352470,male,8,أ,students/student_8_أ_2.jpg
"وليد سليمان الوزير",student8_أ_3@example.com,787397638,male,8,أ,students/student_8_أ_3.jpg
"حنان إبراهيم الخميسي",student8_أ_4@example.com,751812339,female,8,أ,students/student_8_أ_4.jpg
"بلقيس قاسم القاسمي",student8_أ_5@example.com,797292229,female,8,أ,students/student_8_أ_5.jpg
"ريم علي الوزير",student8_أ_6@example.com,765810602,female,8,أ,students/student_8_أ_6.jpg
"حنان باسم الزبيري",student8_أ_7@example.com,720573392,female,8,أ,students/student_8_أ_7.jpg
"فؤاد حسن الحاشدي",student8_أ_8@example.com,725413519,male,8,أ,students/student_8_أ_8.jpg
"باسم مازن الكندي",student8_أ_9@example.com,731339187,male,8,أ,students/student_8_أ_9.jpg
"سامي سليمان الصايدي",student8_أ_10@example.com,765996131,male,8,أ,students/student_8_أ_10.jpg
"ليلى صالح اليدومي",student8_أ_11@example.com,753313407,female,8,أ,students/student_8_أ_11.jpg
"فاطمة محمد المطري",student8_أ_12@example.com,758988080,female,8,أ,students/student_8_أ_12.jpg
"ليلى فارس القرشي",student8_أ_13@example.com,769598058,female,8,أ,students/student_8_أ_13.jpg
"سليمان سامي اليافعي",student8_أ_14@example.com,791187290,male,8,أ,students/student_8_أ_14.jpg
"مريم فؤاد اليدومي",student8_أ_15@example.com,757562980,female,8,أ,students/student_8_أ_15.jpg
"أمل قاسم الهمداني",student8_أ_16@example.com,798910850,female,8,أ,students/student_8_أ_16.jpg
"سليمان عمار البيضاني",student8_أ_17@example.com,757640169,male,8,أ,students/student_8_أ_17.jpg
"حنان أحمد الإرياني",student8_أ_18@example.com,792347076,female,8,أ,students/student_8_أ_18.jpg
"صالح عبدالله الذيفاني",student8_أ_19@example.com,715464978,male,8,أ,students/student_8_أ_19.jpg
"فاطمة باسم المطري",student8_أ_20@example.com,795792883,female,8,أ,students/student_8_أ_20.jpg
"عائشة فؤاد الهمداني",student8_أ_21@example.com,718042302,female,8,أ,students/student_8_أ_21.jpg
"هاني حسين الصايدي",student8_أ_22@example.com,787326584,male,8,أ,students/student_8_أ_22.jpg
"مازن حسين المطري",student8_أ_23@example.com,794612393,male,8,أ,students/student_8_أ_23.jpg
"فاطمة رامي الوزير",student8_أ_24@example.com,796373864,female,8,أ,students/student_8_أ_24.jpg
"أمل حسين السفياني",student8_أ_25@example.com,752115324,female,8,أ,students/student_8_أ_25.jpg
"إيمان يحيى المذحجي",student8_أ_26@example.com,752760406,female,8,أ,students/student_8_أ_26.jpg
"إيمان سامي الحرازي",student8_أ_27@example.com,770113339,female,8,أ,students/student_8_أ_27.jpg
"عائشة إبراهيم الهمداني",student8_أ_28@example.com,769124248,female,8,أ,students/student_8_أ_28.jpg
"باسم عمار الأهجري",student8_أ_29@example.com,715532214,male,8,أ,students/student_8_أ_29.jpg
"علي محمد الشريف",student8_أ_30@example.com,794295162,male,8,أ,students/student_8_أ_30.jpg
"علي أحمد القرشي",student8_أ_31@example.com,797512844,male,8,أ,students/student_8_أ_31.jpg
"باسم فارس القاسمي",student8_أ_32@example.com,775752777,male,8,أ,students/student_8_أ_32.jpg
"أمل قاسم الحاشدي",student8_أ_33@example.com,725482678,female,8,أ,students/student_8_أ_33.jpg
"يسرى فؤاد الشريف",student8_أ_34@example.com,735982402,female,8,أ,students/student_8_أ_34.jpg
"عبير سامي اليافعي",student8_أ_35@example.com,766548933,female,8,أ,students/student_8_أ_35.jpg
"خلود عبدالله الشريف",student8_أ_36@example.com,728248666,female,8,أ,students/student_8_أ_36.jpg
"سليمان سامي الحاشدي",student8_أ_37@example.com,769464284,male,8,أ,students/student_8_أ_37.jpg
"مازن وليد الوزير",student8_أ_38@example.com,772124821,male,8,أ,students/student_8_أ_38.jpg
"ريم مازن الحاشدي",student8_أ_39@example.com,781146918,female,8,أ,students/student_8_أ_39.jpg
"فارس سامي المطري",student8_أ_40@example.com,727953268,male,8,أ,students/student_8_أ_40.jpg
"زينب فؤاد اليدومي",student8_أ_41@example.com,780250714,female,8,أ,students/student_8_أ_41.jpg
"بلقيس أحمد البكاري",student8_أ_42@example.com,778244495,female,8,أ,students/student_8_أ_42.jpg
"قاسم صالح الإرياني",student8_أ_43@example.com,731475620,male,8,أ,students/student_8_أ_43.jpg
"مريم أحمد الزبيري",student8_أ_44@example.com,795906364,female,8,أ,students/student_8_أ_44.jpg
"باسم إبراهيم اليافعي",student8_أ_45@example.com,773972646,male,8,أ,students/student_8_أ_45.jpg
"مازن فارس السفياني",student8_أ_46@example.com,779542111,male,8,أ,students/student_8_أ_46.jpg
"أحمد حسين الذيفاني",student8_أ_47@example.com,761423594,male,8,أ,students/student_8_أ_47.jpg
"يسرى علي الحاشدي",student8_أ_48@example.com,742417137,female,8,أ,students/student_8_أ_48.jpg
"فوزية وليد البكاري",student8_أ_49@example.com,753212667,female,8,أ,students/student_8_أ_49.jpg
"قاسم أحمد القاسمي",student8_أ_50@example.com,730403596,male,8,أ,students/student_8_أ_50.jpg
"مازن يحيى المطري",student8_ب_1@example.com,757173362,male,8,ب,students/student_8_ب_1.jpg
"حسين عبدالله المتوكل",student8_ب_2@example.com,731144650,male,8,ب,students/student_8_ب_2.jpg
"نورا فارس المتوكل",student8_ب_3@example.com,782033418,female,8,ب,students/student_8_ب_3.jpg
"خلود إبراهيم الجبري",student8_ب_4@example.com,711659886,female,8,ب,students/student_8_ب_4.jpg
"إيمان صالح الكندي",student8_ب_5@example.com,786018169,female,8,ب,students/student_8_ب_5.jpg
"وليد إبراهيم المذحجي",student8_ب_6@example.com,714024153,male,8,ب,students/student_8_ب_6.jpg
"أروى حسن الزبيري",student8_ب_7@example.com,741163974,female,8,ب,students/student_8_ب_7.jpg
"عائشة علي الأهجري",student8_ب_8@example.com,745054592,female,8,ب,students/student_8_ب_8.jpg
"فاطمة سليمان الخميسي",student8_ب_9@example.com,795505803,female,8,ب,students/student_8_ب_9.jpg
"خلود إبراهيم الكندي",student8_ب_10@example.com,776496584,female,8,ب,students/student_8_ب_10.jpg
"علي حسين الكندي",student8_ب_11@example.com,745395628,male,8,ب,students/student_8_ب_11.jpg
"أمل إبراهيم اليافعي",student8_ب_12@example.com,710611549,female,8,ب,students/student_8_ب_12.jpg
"هاني إبراهيم اليدومي",student8_ب_13@example.com,710264479,male,8,ب,students/student_8_ب_13.jpg
"عمار حسن الحاشدي",student8_ب_14@example.com,760872793,male,8,ب,students/student_8_ب_14.jpg
"خلود علي اليافعي",student8_ب_15@example.com,760511779,female,8,ب,students/student_8_ب_15.jpg
"أحمد فارس الزبيري",student8_ب_16@example.com,749709818,male,8,ب,students/student_8_ب_16.jpg
"علي حسن القرشي",student8_ب_17@example.com,781095211,male,8,ب,students/student_8_ب_17.jpg
"حسن فارس المطري",student8_ب_18@example.com,740002609,male,8,ب,students/student_8_ب_18.jpg
"حسين مازن الكندي",student8_ب_19@example.com,766101344,male,8,ب,students/student_8_ب_19.jpg
"ليلى حسين الصايدي",student8_ب_20@example.com,717516228,female,8,ب,students/student_8_ب_20.jpg
"فوزية باسم الهمداني",student8_ب_21@example.com,722095472,female,8,ب,students/student_8_ب_21.jpg
"سلوى محمد الأهجري",student8_ب_22@example.com,786737708,female,8,ب,students/student_8_ب_22.jpg
"علي أحمد الزبيري",student8_ب_23@example.com,746344024,male,8,ب,students/student_8_ب_23.jpg
"ليلى حسن الإرياني",student8_ب_24@example.com,770174499,female,8,ب,students/student_8_ب_24.jpg
"ريم قاسم القرشي",student8_ب_25@example.com,742809741,female,8,ب,students/student_8_ب_25.jpg
"بلقيس وليد الزبيري",student8_ب_26@example.com,798933528,female,8,ب,students/student_8_ب_26.jpg
"زينب أحمد الحرازي",student8_ب_27@example.com,716602330,female,8,ب,students/student_8_ب_27.jpg
"فاطمة إبراهيم الحرازي",student8_ب_28@example.com,717191369,female,8,ب,students/student_8_ب_28.jpg
"فاطمة سامي الذيفاني",student8_ب_29@example.com,737006278,female,8,ب,students/student_8_ب_29.jpg
"حسين حسن الوزير",student8_ب_30@example.com,798451105,male,8,ب,students/student_8_ب_30.jpg
"هاني حسين القرشي",student8_ب_31@example.com,754273962,male,8,ب,students/student_8_ب_31.jpg
"فؤاد قاسم اليافعي",student8_ب_32@example.com,787469542,male,8,ب,students/student_8_ب_32.jpg
"حسين محمد اليدومي",student8_ب_33@example.com,730121471,male,8,ب,students/student_8_ب_33.jpg
"أروى سامي السفياني",student8_ب_34@example.com,730476675,female,8,ب,students/student_8_ب_34.jpg
"أحمد مازن المذحجي",student8_ب_35@example.com,772615914,male,8,ب,students/student_8_ب_35.jpg
"نورا عمار الوزير",student8_ب_36@example.com,798694484,female,8,ب,students/student_8_ب_36.jpg
"حسن عمار الحاشدي",student8_ب_37@example.com,711199832,male,8,ب,students/student_8_ب_37.jpg
"فاطمة هاني الوزير",student8_ب_38@example.com,716442507,female,8,ب,students/student_8_ب_38.jpg
"سارة باسم الزبيري",student8_ب_39@example.com,775911683,female,8,ب,students/student_8_ب_39.jpg
"عائشة وليد القرشي",student8_ب_40@example.com,779408516,female,8,ب,students/student_8_ب_40.jpg
"عمار وليد الكندي",student8_ب_41@example.com,798143337,male,8,ب,students/student_8_ب_41.jpg
"سارة فؤاد الشريف",student8_ب_42@example.com,775851783,female,8,ب,students/student_8_ب_42.jpg
"إيمان فؤاد اليافعي",student8_ب_43@example.com,770488687,female,8,ب,students/student_8_ب_43.jpg
"عمار صالح الأهجري",student8_ب_44@example.com,767792342,male,8,ب,students/student_8_ب_44.jpg
"ريم صالح اليافعي",student8_ب_45@example.com,796610406,female,8,ب,students/student_8_ب_45.jpg
"حسين سليمان الحرازي",student8_ب_46@example.com,727622633,male,8,ب,students/student_8_ب_46.jpg
"يسرى مازن السفياني",student8_ب_47@example.com,795914092,female,8,ب,students/student_8_ب_47.jpg
"مريم حسن البيضاني",student8_ب_48@example.com,799833924,female,8,ب,students/student_8_ب_48.jpg
"سارة سامي السفياني",student8_ب_49@example.com,783109735,female,8,ب,students/student_8_ب_49.jpg
"إبراهيم رامي الإرياني",student8_ب_50@example.com,777522584,male,8,ب,students/student_8_ب_50.jpg
"إبراهيم مازن الحاشدي",student9_أ_1@example.com,782968453,male,9,أ,students/student_9_أ_1.jpg
"أحمد رامي اليدومي",student9_أ_2@example.com,744781520,male,9,أ,students/student_9_أ_2.jpg
"فارس فارس القرشي",student9_أ_3@example.com,716837439,male,9,أ,students/student_9_أ_3.jpg
"حنان محمد السفياني",student9_أ_4@example.com,797309174,female,9,أ,students/student_9_أ_4.jpg
"مازن حسين القاسمي",student9_أ_5@example.com,786808010,male,9,أ,students/student_9_أ_5.jpg
"حسن علي المذحجي",student9_أ_6@example.com,763328877,male,9,أ,students/student_9_أ_6.jpg
"ريم يحيى البكاري",student9_أ_7@example.com,793695544,female,9,أ,students/student_9_أ_7.jpg
"سليمان فؤاد الخميسي",student9_أ_8@example.com,772087826,male,9,أ,students/student_9_أ_8.jpg
"علي أحمد اليدومي",student9_أ_9@example.com,727441001,male,9,أ,students/student_9_أ_9.jpg
